15:16:27.376 INFO  testing logger 2018-04-08T12:16:27.376Z 
12:40:37.817 INFO   accepted at 2018-04-11T09:40:37.817Z 
12:40:37.825 INFO   accepted at 2018-04-11T09:40:37.825Z 
12:40:37.825 INFO   accepted at 2018-04-11T09:40:37.825Z 
12:40:37.825 INFO   accepted at 2018-04-11T09:40:37.825Z 
12:40:37.826 INFO   accepted at 2018-04-11T09:40:37.826Z 
12:40:37.826 INFO   accepted at 2018-04-11T09:40:37.826Z 
12:40:37.826 INFO   accepted at 2018-04-11T09:40:37.826Z 
12:40:37.826 INFO   accepted at 2018-04-11T09:40:37.826Z 
12:40:37.826 INFO   accepted at 2018-04-11T09:40:37.826Z 
12:40:37.827 INFO   accepted at 2018-04-11T09:40:37.827Z 
12:40:37.827 INFO   accepted at 2018-04-11T09:40:37.827Z 
12:40:37.827 INFO   accepted at 2018-04-11T09:40:37.827Z 
12:40:37.827 INFO   accepted at 2018-04-11T09:40:37.827Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.828 INFO   accepted at 2018-04-11T09:40:37.828Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.829 INFO   accepted at 2018-04-11T09:40:37.829Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.830 INFO   accepted at 2018-04-11T09:40:37.830Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.831 INFO   accepted at 2018-04-11T09:40:37.831Z 
12:40:37.837 INFO   accepted at 2018-04-11T09:40:37.837Z 
12:40:37.837 INFO   accepted at 2018-04-11T09:40:37.837Z 
12:40:37.837 INFO   accepted at 2018-04-11T09:40:37.837Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.838 INFO   accepted at 2018-04-11T09:40:37.838Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.839 INFO   accepted at 2018-04-11T09:40:37.839Z 
12:40:37.840 INFO   accepted at 2018-04-11T09:40:37.840Z 
12:40:37.840 INFO   accepted at 2018-04-11T09:40:37.840Z 
12:40:37.840 INFO   accepted at 2018-04-11T09:40:37.840Z 
12:40:37.840 INFO   accepted at 2018-04-11T09:40:37.840Z 
12:40:37.841 INFO   accepted at 2018-04-11T09:40:37.841Z 
12:40:37.841 INFO   accepted at 2018-04-11T09:40:37.841Z 
12:40:37.841 INFO   accepted at 2018-04-11T09:40:37.841Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.842 INFO   accepted at 2018-04-11T09:40:37.842Z 
12:40:37.843 INFO   accepted at 2018-04-11T09:40:37.843Z 
12:40:37.843 INFO   accepted at 2018-04-11T09:40:37.843Z 
12:40:37.843 INFO   accepted at 2018-04-11T09:40:37.843Z 
12:40:37.843 INFO   accepted at 2018-04-11T09:40:37.843Z 
12:40:37.843 INFO   accepted at 2018-04-11T09:40:37.843Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.850 INFO   accepted at 2018-04-11T09:40:37.850Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.851 INFO   accepted at 2018-04-11T09:40:37.851Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.852 INFO   accepted at 2018-04-11T09:40:37.852Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.853 INFO   accepted at 2018-04-11T09:40:37.853Z 
12:40:37.854 INFO   accepted at 2018-04-11T09:40:37.854Z 
12:40:37.854 INFO   accepted at 2018-04-11T09:40:37.854Z 
12:40:37.854 INFO   accepted at 2018-04-11T09:40:37.854Z 
12:40:37.854 INFO   accepted at 2018-04-11T09:40:37.854Z 
12:40:41.916 INFO  Data validation failed: url: Path `url` is required., time: Path `time` is required., mousepositionX: Path `mousepositionX` is required., mousepositionY: Path `mousepositionY` is required.
ValidationError: Data validation failed: url: Path `url` is required., time: Path `time` is required., mousepositionX: Path `mousepositionX` is required., mousepositionY: Path `mousepositionY` is required.
    at MongooseError.ValidationError (C:\Users\LauraPC\Desktop\BD\Real-Time-data-transfer-technologies\WebSockets\Server\node_modules\mongoose\lib\error\validation.js:27:11)
    at model.Document.invalidate (C:\Users\LauraPC\Desktop\BD\Real-Time-data-transfer-technologies\WebSockets\Server\node_modules\mongoose\lib\document.js:1725:32)
    at C:\Users\LauraPC\Desktop\BD\Real-Time-data-transfer-technologies\WebSockets\Server\node_modules\mongoose\lib\document.js:1597:17
    at C:\Users\LauraPC\Desktop\BD\Real-Time-data-transfer-technologies\WebSockets\Server\node_modules\mongoose\lib\schematype.js:785:9
    at _combinedTickCallback (internal/process/next_tick.js:73:7)
    at process._tickCallback (internal/process/next_tick.js:104:9) accepted at 2018-04-11T09:40:41.916Z 
12:40:41.992 INFO   accepted at 2018-04-11T09:40:41.992Z 
12:40:41.992 INFO   accepted at 2018-04-11T09:40:41.992Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.993 INFO   accepted at 2018-04-11T09:40:41.993Z 
12:40:41.994 INFO   accepted at 2018-04-11T09:40:41.994Z 
12:40:41.994 INFO   accepted at 2018-04-11T09:40:41.994Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.995 INFO   accepted at 2018-04-11T09:40:41.995Z 
12:40:41.996 INFO   accepted at 2018-04-11T09:40:41.996Z 
12:40:41.996 INFO   accepted at 2018-04-11T09:40:41.996Z 
12:40:41.996 INFO   accepted at 2018-04-11T09:40:41.996Z 
12:40:41.996 INFO   accepted at 2018-04-11T09:40:41.996Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:41.999 INFO   accepted at 2018-04-11T09:40:41.999Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.000 INFO   accepted at 2018-04-11T09:40:42.000Z 
12:40:42.001 INFO   accepted at 2018-04-11T09:40:42.001Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.001Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.002 INFO   accepted at 2018-04-11T09:40:42.002Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.003 INFO   accepted at 2018-04-11T09:40:42.003Z 
12:40:42.004 INFO   accepted at 2018-04-11T09:40:42.004Z 
12:40:42.004 INFO   accepted at 2018-04-11T09:40:42.004Z 
12:40:42.005 INFO   accepted at 2018-04-11T09:40:42.005Z 
12:40:42.005 INFO   accepted at 2018-04-11T09:40:42.005Z 
12:40:42.005 INFO   accepted at 2018-04-11T09:40:42.005Z 
12:40:42.005 INFO   accepted at 2018-04-11T09:40:42.005Z 
12:40:42.005 INFO   accepted at 2018-04-11T09:40:42.005Z 
12:40:42.008 INFO   accepted at 2018-04-11T09:40:42.008Z 
12:40:42.009 INFO   accepted at 2018-04-11T09:40:42.009Z 
12:40:42.009 INFO   accepted at 2018-04-11T09:40:42.009Z 
12:40:42.009 INFO   accepted at 2018-04-11T09:40:42.009Z 
12:40:42.009 INFO   accepted at 2018-04-11T09:40:42.009Z 
12:40:42.009 INFO   accepted at 2018-04-11T09:40:42.009Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.010 INFO   accepted at 2018-04-11T09:40:42.010Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.011 INFO   accepted at 2018-04-11T09:40:42.011Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.012 INFO   accepted at 2018-04-11T09:40:42.012Z 
12:40:42.013 INFO   accepted at 2018-04-11T09:40:42.013Z 
12:40:42.013 INFO   accepted at 2018-04-11T09:40:42.013Z 
12:40:42.013 INFO   accepted at 2018-04-11T09:40:42.013Z 
12:40:42.015 INFO   accepted at 2018-04-11T09:40:42.015Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.016 INFO   accepted at 2018-04-11T09:40:42.016Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.017 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.017Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.018 INFO   accepted at 2018-04-11T09:40:42.018Z 
12:40:42.019 INFO   accepted at 2018-04-11T09:40:42.019Z 
12:40:42.019 INFO   accepted at 2018-04-11T09:40:42.019Z 
12:40:42.019 INFO   accepted at 2018-04-11T09:40:42.019Z 
12:40:42.019 INFO   accepted at 2018-04-11T09:40:42.019Z 
12:40:42.019 INFO   accepted at 2018-04-11T09:40:42.019Z 
12:40:42.019 INFO   accepted at 2018-04-11T09:40:42.019Z 
